price,metro_time,info_total_area,floor_ratio,firt_floor,last_floor,rooms_1,rooms_2,rooms_3,rooms_4,rooms_студия,rent_jkh_включена (без счётчиков),rent_jkh_включена (счётчики включены),rent_prepayment_1 месяц,rent_prepayment_2 месяца,rent_prepayment_3 месяца,rent_term_несколько месяцев,rent_term_от года,rent_living_conditions_можно с детьми,rent_living_conditions_можно с детьми и животными,rent_living_conditions_можно с животными,"rent_living_conditions_ни с детьми, ни с животными",year_built_interval_1890-1917,year_built_interval_1917-1945,year_built_interval_1945-1970,year_built_interval_1970-1990,year_built_interval_1991-2025,year_built_interval_не попал,distance
45000,6.0,38.5,0.875,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,25.390554279932065
95000,21.0,38.0,0.7692307692307693,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,13.41983331876094
110000,6.0,46.0,0.56,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13.177549715766023
90000,3.0,42.0,0.875,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3.638872818425967
55000,4.0,20.0,0.6666666666666666,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,17.458016443541183
72000,11.0,29.1,0.1363636363636363,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,14.97781746726349
48000,23.0,30.0,0.5555555555555556,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,12.920533431289195
86000,4.0,36.2,0.2727272727272727,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13.264013472904164
85000,4.0,74.5,0.9411764705882352,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,13.81609924880014
48000,19.0,36.0,0.875,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,12.260988543825173
62000,12.0,19.7,0.7272727272727273,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6.819843856562721
270000,7.0,80.0,0.4,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3.638872818425967
85000,4.0,50.8,0.8787878787878788,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,14.69442040300306
140000,9.0,63.0,0.25,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.8135490802608956
48000,14.0,33.0,0.3333333333333333,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,29.349011806618755
110000,8.0,54.0,0.6086956521739131,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,14.46836812335652
105000,4.0,37.0,0.2142857142857142,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12.333225717738785
310000,20.0,93.0,0.3125,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5.633684123899752
47000,6.0,22.5,0.1764705882352941,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,21.43547047787026
70000,10.0,46.0,0.3076923076923077,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,18.50396957274837
49000,13.0,54.0,0.8571428571428571,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,29.68475735958259
65000,6.0,35.0,0.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.920533431289195
85000,4.0,74.0,0.8888888888888888,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,13.177549715766023
59000,12.0,23.5,0.5151515151515151,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6.819843856562721
45000,8.0,37.0,0.5882352941176471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,24.0037134080998
65000,5.0,34.5,0.2727272727272727,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,19.7466472849559
70000,8.0,35.7,0.0666666666666666,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,9.860118286719189
85000,10.0,33.0,0.3157894736842105,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,8.978942608385458
60000,18.0,35.0,0.1333333333333333,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,31.4412698191543
45000,4.0,36.2,0.8888888888888888,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14.623776225624784
65000,6.0,53.6,0.1875,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,15.46653953983512
90000,13.0,42.0,0.7575757575757576,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6.819843856562721
110000,6.0,74.0,0.7647058823529411,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,10.853073326873588
37000,4.0,30.0,0.8636363636363636,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,27.537359832739256
80000,9.0,65.0,0.8333333333333334,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,25.547112537462365
70000,16.0,27.2,0.2142857142857142,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4.462009930781851
70000,7.0,35.5,0.1212121212121212,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,14.46836812335652
75000,12.0,45.0,0.4166666666666667,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23.5018989066951
130000,8.0,62.0,0.875,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7.400604154065219
105000,5.0,69.8,0.875,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3.507305001712276
49000,23.0,13.0,0.4166666666666667,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6.819843856562721
170000,4.0,50.0,0.4838709677419355,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,9.303933223759357
42000,10.0,30.0,0.3333333333333333,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.477562693519246
35000,6.0,34.0,0.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,35.66020590193405
80000,7.0,40.0,0.125,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.830011348026225
40000,6.0,33.0,0.2222222222222222,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,14.763790599357968
53000,9.0,43.5,0.6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,24.0037134080998
68000,4.0,43.0,0.96,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23.5018989066951
65000,6.0,20.0,0.4166666666666667,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7.400604154065219
115000,4.0,38.0,0.7647058823529411,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.223738902486255
45000,4.0,37.0,0.7272727272727273,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,15.986347162569835
40000,5.0,35.0,0.4285714285714285,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,35.79115953752135
150000,14.0,43.0,0.6341463414634146,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,8.978942608385458
120000,7.0,82.5,0.5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7.188184604251307
48000,4.0,38.4,0.2857142857142857,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,12.260988543825173
100000,8.0,43.0,0.9047619047619048,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,14.46836812335652
95000,7.0,58.0,0.2222222222222222,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,9.874099825003888
180000,5.0,55.0,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,6.323924571169786
200000,10.0,60.0,0.5909090909090909,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,7.483397500630598
130000,11.0,46.0,0.9444444444444444,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8.978942608385458
65000,6.0,18.2,0.25,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7.400604154065219
80000,7.0,44.0,0.8666666666666667,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,21.12028996462788
42000,8.0,26.0,0.0833333333333333,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,18.568264561609062
80000,5.0,56.0,0.1111111111111111,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,13.749528807707058
45000,7.0,22.0,0.9090909090909092,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,37.660188523928376
55000,5.0,40.0,0.7,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,25.390554279932065
49000,5.0,33.0,0.7777777777777778,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,9.498299137982766
48000,11.0,33.3,0.9411764705882352,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,24.44367906010861
60000,21.0,26.0,0.1818181818181818,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,7.188184604251307
48000,11.0,36.0,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,13.264013472904164
90000,7.0,48.0,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,14.46836812335652
100000,5.0,76.0,0.7142857142857143,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,17.586528365784165
47990,5.0,38.0,0.625,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16.555132555729443
120000,19.0,80.6,0.8125,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,13.858736760589426
230000,7.0,100.0,0.7142857142857143,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,5.378640568745195
105000,14.0,45.0,0.28125,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8.978942608385458
125000,16.0,50.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5.4621675712744
85000,19.0,31.0,0.7647058823529411,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5.4621675712744
70000,6.0,58.0,0.1111111111111111,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,17.391934620771842
45000,15.0,38.0,0.8333333333333334,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,30.541972520844485
75000,10.0,42.5,0.48,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9.498299137982766
41000,9.0,40.0,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,27.537359832739256
65000,5.0,34.0,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,13.41983331876094
39999,10.0,23.0,0.52,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,13.858736760589426
110000,9.0,38.0,0.9230769230769232,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5.4621675712744
110000,24.0,60.0,0.2857142857142857,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10.32493222377824
89000,12.0,35.9,0.6923076923076923,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,6.819843856562721
45000,15.0,32.0,0.3333333333333333,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,9.666363801341392
100000,3.0,40.0,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6.323924571169786
165000,8.0,58.0,0.2222222222222222,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6.323924571169786
100000,2.0,62.0,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,9.81391121687629
49000,12.0,32.0,0.75,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.405903571712942
90000,5.0,58.0,1.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10.472854132794726
235000,5.0,74.0,0.6153846153846154,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6.323924571169786
45000,19.0,17.8,0.8,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10.472854132794726
73000,5.0,59.0,0.4090909090909091,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18.568264561609062
90000,5.0,47.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7.367028688476425
45000,4.0,38.0,0.0588235294117647,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,13.66673294865479
85000,18.0,69.0,0.6666666666666666,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,16.060021406503104
135000,12.0,45.0,0.7391304347826086,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,10.48699384656988
90000,6.0,62.7,0.5833333333333334,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,13.264013472904164
110000,3.0,56.0,0.2702702702702703,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6.323924571169786
44000,7.0,19.2,0.625,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,15.46653953983512
45000,5.0,36.2,0.875,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,14.763790599357968
129000,11.0,69.5,0.8,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5.633684123899752
36000,12.0,14.0,0.5555555555555556,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,36.16090820184955
50000,16.0,35.0,0.75,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9.666363801341392
43000,20.0,53.0,0.125,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,37.19756071017209
42000,6.0,40.0,0.2352941176470588,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20.15177095141328
95000,13.0,59.0,0.6111111111111112,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,17.046659892505946
49000,19.0,30.2,0.2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,12.982526224837194
129000,6.0,57.0,0.8181818181818182,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,13.858736760589426
100000,8.0,37.7,0.4444444444444444,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,9.303933223759357
80000,4.0,48.0,0.72,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,13.858736760589426
85000,9.0,33.3,0.8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5.4621675712744
250000,8.0,84.0,1.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6.323924571169786
85000,12.0,34.0,0.1212121212121212,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6.819843856562721
45000,15.0,38.0,0.5882352941176471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,12.260988543825173
85000,10.0,53.0,0.1666666666666666,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,17.423418861683302
45000,5.0,22.8,0.2142857142857142,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,18.568264561609062
135000,10.0,80.0,0.6470588235294118,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6.323924571169786
85000,12.0,41.3,0.32,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6.819843856562721
140000,5.0,71.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8.712662181211511
73000,6.0,60.0,0.7777777777777778,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,16.831482801119044
90000,11.0,51.3,0.625,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5.4621675712744
55000,4.0,38.2,0.8823529411764706,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,18.17093086591389
65000,5.0,35.0,0.4117647058823529,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,15.289857413559488
45000,6.0,38.0,0.9285714285714286,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,15.048443265420527
80000,6.0,64.5,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,15.289857413559488
30000,11.0,30.0,0.25,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,25.936226644601035
75000,6.0,37.8,0.9411764705882352,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10.894883315726426
68000,7.0,31.8,0.75,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.679210768270556
53000,15.0,35.0,0.6,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,11.455428374826226
70000,4.0,54.0,0.9375,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,17.391934620771842
45000,6.0,38.0,0.44,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18.568264561609062
47000,16.0,37.7,0.3529411764705882,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,13.81609924880014
40000,4.0,16.1,0.1666666666666666,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.477562693519246
39000,16.0,22.3,0.3571428571428571,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,31.4412698191543
50000,5.0,29.0,0.4038461538461538,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,13.177549715766023
42000,6.0,14.0,0.8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12.58630167675604
45000,19.0,15.0,0.4,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.333225717738785
48000,9.0,27.7,0.4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,24.44367906010861
40000,4.0,38.0,0.1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,24.44367906010861
40000,7.0,26.63,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,36.2231798435708
35000,6.0,26.0,0.3571428571428571,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,28.49036916837483
49990,11.0,17.5,0.4285714285714285,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10.297774140506904
45000,5.0,39.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18.568264561609062
43000,6.0,23.0,0.125,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,22.197476862144548
48000,10.0,60.0,0.5,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,27.537359832739256
45000,14.0,38.0,0.8333333333333334,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,30.541972520844485
65000,15.0,54.7,1.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,11.576831559405864
45000,11.0,17.2,0.4285714285714285,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10.297774140506904
42000,5.0,33.0,0.4444444444444444,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,12.477562693519246
43000,8.0,40.0,0.4117647058823529,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20.15177095141328
48000,7.0,39.0,0.2105263157894736,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,26.983315588738822
45000,10.0,22.0,0.875,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13.858736760589426
44000,4.0,20.0,0.1875,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.131911193705118
45000,13.0,25.5,0.4347826086956521,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,32.95964897191505
42000,6.0,15.0,0.8,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.58630167675604
42000,11.0,21.5,0.5882352941176471,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24.44367906010861
48000,6.0,16.0,0.1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,13.66673294865479
50000,4.0,25.0,0.7142857142857143,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,22.856891320411307
48000,10.0,37.8,0.0588235294117647,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12.668406813128424
45000,16.0,32.0,0.1176470588235294,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,32.10347714173809
49000,5.0,33.0,0.5555555555555556,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10.17257621011412
46000,7.0,38.0,0.8,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20.15177095141328
45000,4.0,30.0,0.5217391304347826,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23.5018989066951
46000,3.0,19.0,0.1176470588235294,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20.15177095141328
45000,17.0,36.0,0.4375,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31.4412698191543
43000,4.0,37.0,0.9375,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,20.15177095141328
43000,7.0,23.0,0.4375,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20.69711337328651
43000,9.0,38.0,0.5714285714285714,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,36.2231798435708
50000,15.0,38.3,0.75,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,31.4412698191543
120000,14.0,31.0,0.125,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,5.710850011367745
40000,5.0,39.0,0.8571428571428571,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,20.15177095141328
45000,7.0,25.0,0.8571428571428571,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,36.2231798435708
70000,5.0,58.1,0.2222222222222222,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,17.046659892505946
45000,9.0,40.0,0.2142857142857142,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,27.591320027725097
48000,8.0,35.0,0.5625,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18.29696700945212
48000,5.0,38.0,0.7647058823529411,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,20.15177095141328
250000,15.0,58.0,0.68,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7.913648721631585
47000,15.0,17.0,0.8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,11.524150410724555
44000,18.0,30.0,0.7692307692307693,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33.643806641590835
60000,10.0,38.9,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,13.81609924880014
