district,area,price,rooms,metro_time,info_total_area,rent_jkh,rent_prepayment,rent_term,rent_living_conditions,floor_ratio,last_floor,year_built_interval
ЗАО,р-н Очаково-Матвеевское,50000,студия,6.0,21.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,не попал
ЗАО,р-н Солнцево,50000,1,4.0,38.5,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.29411764705882354,0,1991-2025
ВАО,р-н Ивановское,50000,1,5.0,40.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.3181818181818182,0,1991-2025
НАО (Новомосковский),Сосенское поселение,50000,студия,9.0,22.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.375,0,1991-2025
ЮАО,р-н Орехово-Борисово Северное,50000,1,4.0,38.8,включена (без счётчиков),1 месяц,от года,можно с детьми,0.14285714285714285,0,1970-1990
ЮАО,р-н Орехово-Борисово Южное,50000,1,4.0,40.0,включена (без счётчиков),1 месяц,от года,можно с животными,0.058823529411764705,0,не попал
СЗАО,р-н Покровское-Стрешнево,50000,1,9.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7142857142857143,0,не попал
СВАО,р-н Останкинский,50000,студия,15.0,18.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.16666666666666666,0,не попал
р-н Новая Москва,ТАО (Троицкий),50000,2,16.0,53.9,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.4,0,1970-1990
ЗАО,р-н Тропарево-Никулино,50000,2,6.0,59.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.9375,0,1991-2025
ЮЗАО,р-н Ломоносовский,50000,1,16.0,29.0,включена (счётчики включены),1 месяц,от года,можно с детьми и животными,0.125,0,1945-1970
НАО (Новомосковский),Коммунарка поселок,51000,студия,15.0,34.0,включена (счётчики включены),1 месяц,от года,можно с детьми и животными,0.64,0,1991-2025
САО,р-н Ховрино,51000,2,22.0,57.9,включена (счётчики включены),1 месяц,несколько месяцев,можно с детьми и животными,0.2727272727272727,0,1991-2025
ЮВАО,р-н Рязанский,52000,студия,10.0,22.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.06060606060606061,0,1991-2025
НАО (Новомосковский),Сосенское поселение,51000,студия,6.0,18.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.1875,0,1991-2025
СВАО,р-н Северное Медведково,52000,студия,6.0,27.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.8823529411764706,0,1991-2025
НАО (Новомосковский),Внуковское поселение,52000,1,5.0,39.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.23529411764705882,0,1991-2025
НАО (Новомосковский),Сосенское поселение,52000,1,6.0,38.0,включена (счётчики включены),1 месяц,несколько месяцев,можно с детьми,0.9,0,1991-2025
ЮАО,р-н Чертаново Южное,52000,1,6.0,31.6,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.16666666666666666,0,1970-1990
СЗАО,р-н Северное Тушино,52000,1,6.0,39.6,включена (без счётчиков),1 месяц,от года,можно с детьми,0.7727272727272727,0,1991-2025
НАО (Новомосковский),проезд Чечерский,52000,1,4.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5625,0,1991-2025
НАО (Новомосковский),Сосенское поселение,52000,студия,4.0,20.0,включена (счётчики включены),1 месяц,несколько месяцев,можно с детьми и животными,0.23529411764705882,0,1991-2025
НАО (Новомосковский),Сосенское поселение,52000,студия,7.0,28.0,включена (счётчики включены),1 месяц,несколько месяцев,можно с детьми,0.625,0,1991-2025
НАО (Новомосковский),Десеновское поселение,52000,1,16.0,43.3,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.3333333333333333,0,1991-2025
ВАО,р-н Измайлово,52000,1,19.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.17647058823529413,0,не попал
СВАО,р-н Свиблово,52000,студия,6.0,25.5,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.5471698113207547,0,1991-2025
СВАО,р-н Бибирево,52000,студия,7.0,24.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.75,0,не попал
ЮВАО,р-н Люблино,53000,студия,5.0,24.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.8,0,1991-2025
НАО (Новомосковский),Десеновское поселение,53000,2,16.0,51.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.4117647058823529,0,1991-2025
САО,р-н Ховрино,53000,2,10.0,51.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.9285714285714286,0,1991-2025
ЗелАО,р-н Крюково,53000,1,7.0,35.1,включена (без счётчиков),1 месяц,от года,можно с детьми,0.6363636363636364,0,1991-2025
ЮВАО,р-н Люблино,53000,2,7.0,45.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.25,0,не попал
СВАО,р-н Бибирево,52000,студия,7.0,23.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.75,0,не попал
НАО (Новомосковский),Сосенское поселение,52000,студия,7.0,25.5,включена (без счётчиков),1 месяц,от года,можно с детьми,0.625,0,1991-2025
ЗАО,р-н Солнцево,52000,1,13.0,38.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.6470588235294118,0,1991-2025
ВАО,р-н Гольяново,52000,студия,5.0,26.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.06666666666666667,0,1991-2025
НАО (Новомосковский),просп. Прокшинский,53000,студия,6.0,22.5,включена (без счётчиков),1 месяц,от года,можно с детьми,0.2777777777777778,0,1991-2025
НАО (Новомосковский),Сосенское поселение,53000,1,6.0,36.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.375,0,не попал
НАО (Новомосковский),Внуковское поселение,53000,1,8.0,42.9,включена (без счётчиков),1 месяц,от года,можно с детьми,0.48148148148148145,0,1991-2025
ЗАО,р-н Кунцево,53000,2,10.0,36.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.2,0,не попал
ЗАО,р-н Очаково-Матвеевское,53000,студия,6.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.06060606060606061,0,1991-2025
ВАО,р-н Гольяново,53000,1,6.0,23.8,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.1282051282051282,0,1991-2025
САО,р-н Западное Дегунино,53000,студия,7.0,20.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.8181818181818182,0,1991-2025
ВАО,р-н Богородское,53000,1,6.0,25.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.3,0,1991-2025
ЦАО,р-н Красносельский,53000,1,8.0,33.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.8,0,не попал
ЗАО,р-н Тропарево-Никулино,53000,1,9.0,33.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.8888888888888888,0,1945-1970
СВАО,р-н Марфино,53000,1,15.0,38.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.42857142857142855,0,не попал
НАО (Новомосковский),ул. Большое Понизовье,53000,студия,4.0,19.7,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.22727272727272727,0,1991-2025
ЮВАО,р-н Люблино,53000,1,10.0,39.6,включена (счётчики включены),1 месяц,несколько месяцев,можно с детьми и животными,0.7857142857142857,0,не попал
САО,р-н Бескудниковский,53000,1,6.0,38.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6470588235294118,0,не попал
САО,р-н Беговой,54000,1,12.0,31.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.2,0,1945-1970
СЗАО,р-н Митино,54000,1,6.0,34.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.53125,0,1991-2025
СВАО,р-н Северный,54000,студия,6.0,28.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.6666666666666666,0,1991-2025
СВАО,р-н Свиблово,54999,1,4.0,39.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.5882352941176471,0,1970-1990
НАО (Новомосковский),Коммунарка поселок,55000,студия,6.0,25.6,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.625,0,1991-2025
НАО (Новомосковский),ул. Трехполье,55000,студия,8.0,24.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.14285714285714285,0,не попал
ЮВАО,р-н Некрасовка,54900,2,5.0,55.3,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.7894736842105263,0,1991-2025
ВАО,р-н Новогиреево,54000,1,10.0,36.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.8,0,1945-1970
САО,р-н Левобережный,54000,1,5.0,33.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6666666666666666,0,1945-1970
СЗАО,р-н Митино,54000,2,9.0,51.2,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.9285714285714286,0,1991-2025
НАО (Новомосковский),ул. Большое Понизовье,54000,студия,5.0,22.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.2857142857142857,0,не попал
САО,р-н Западное Дегунино,53000,1,5.0,38.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1991-2025
ЮАО,р-н Даниловский,53000,1,6.0,33.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.2,0,1945-1970
СЗАО,р-н Хорошево-Мневники,53000,1,5.0,33.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1945-1970
СВАО,р-н Бибирево,55000,студия,7.0,21.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.875,0,не попал
ЮЗАО,р-н Ясенево,55000,1,6.0,33.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1991-2025
ЮАО,р-н Царицыно,55000,2,4.0,50.0,включена (счётчики включены),1 месяц,от года,можно с детьми и животными,0.35714285714285715,0,1970-1990
САО,р-н Восточное Дегунино,55000,1,6.0,42.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1991-2025
СЗАО,р-н Строгино,55000,2,6.0,46.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.16666666666666666,0,1970-1990
НАО (Новомосковский),Филимонковское поселение,55000,2,11.0,55.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1991-2025
ЮАО,р-н Бирюлево Западное,55000,2,6.0,45.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.21428571428571427,0,не попал
НАО (Новомосковский),бул. Скандинавский,55000,2,6.0,33.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.8333333333333334,0,не попал
НАО (Новомосковский),Внуковское поселение,55000,1,5.0,34.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.3333333333333333,0,1991-2025
ЮЗАО,р-н Южное Бутово,55000,студия,15.0,27.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.08695652173913043,0,1991-2025
ЮАО,р-н Орехово-Борисово Южное,55000,1,5.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.4166666666666667,0,1970-1990
ВАО,р-н Северное Измайлово,55000,студия,2.0,15.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1945-1970
ЮЗАО,р-н Коньково,55000,студия,10.0,21.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.4,0,1970-1990
ВАО,р-н Соколиная гора,55000,студия,17.0,18.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.5,0,не попал
НАО (Новомосковский),ул. Усадебный Парк,55000,3,15.0,52.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.21428571428571427,0,1991-2025
ВАО,р-н Измайлово,55000,1,15.0,32.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.4,0,1945-1970
СЗАО,р-н Покровское-Стрешнево,55000,2,5.0,46.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.6,0,1945-1970
ЮАО,р-н Чертаново Южное,55000,2,10.0,44.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.8888888888888888,0,1970-1990
ЮЗАО,р-н Черемушки,55000,студия,14.0,21.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1991-2025
СЗАО,р-н Митино,55000,1,6.0,32.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.78125,0,1991-2025
ЗАО,р-н Филевский парк,55000,1,6.0,40.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.36363636363636365,0,1970-1990
ВАО,р-н Богородское,55000,2,6.0,42.9,включена (без счётчиков),1 месяц,от года,можно с детьми,0.4,0,1945-1970
НАО (Новомосковский),Сосенское поселение,55000,2,5.0,38.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.7142857142857143,0,не попал
ЮВАО,р-н Кузьминки,55000,студия,15.0,16.0,включена (счётчики включены),2 месяца,от года,можно с детьми,0.8,0,1991-2025
ВАО,р-н Богородское,55000,1,6.0,30.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.1111111111111111,0,1945-1970
НАО (Новомосковский),ул. Усадебный Парк,55000,2,15.0,32.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6153846153846154,0,1991-2025
ЮВАО,р-н Кузьминки,55000,1,11.0,33.0,включена (счётчики включены),1 месяц,несколько месяцев,можно с детьми и животными,0.8,0,не попал
ЮАО,р-н Чертаново Южное,55000,1,1.0,38.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.25,0,1970-1990
ЮАО,р-н Чертаново Южное,55000,студия,10.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.696969696969697,0,1991-2025
ВАО,р-н Соколиная гора,55000,студия,3.0,18.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,не попал
р-н Новая Москва,ТАО (Троицкий),55000,1,16.0,39.5,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.6,0,1991-2025
ЮВАО,р-н Некрасовка,55000,2,6.0,65.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.4117647058823529,0,1991-2025
ЮВАО,р-н Некрасовка,55000,2,4.0,58.4,включена (без счётчиков),1 месяц,от года,можно с детьми,0.7647058823529411,0,1991-2025
НАО (Новомосковский),Московский поселение,55000,студия,5.0,31.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.8,0,1991-2025
ЮВАО,р-н Выхино-Жулебино,55000,1,13.0,41.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.9565217391304348,0,1991-2025
САО,р-н Левобережный,55000,1,6.0,31.9,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7777777777777778,0,1945-1970
СЗАО,р-н Южное Тушино,55000,1,5.0,42.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми и животными,0.17647058823529413,0,не попал
ЮЗАО,р-н Зюзино,55000,1,2.0,32.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.4,0,не попал
СВАО,р-н Останкинский,55000,студия,4.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.2777777777777778,0,не попал
ВАО,р-н Метрогородок,55000,студия,7.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7058823529411765,0,1991-2025
САО,р-н Тимирязевский,55000,1,7.0,35.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.1111111111111111,0,1970-1990
СВАО,р-н Северное Медведково,55000,2,6.0,54.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.7857142857142857,0,1991-2025
ЮАО,р-н Нагатино-Садовники,55000,2,12.0,38.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.1111111111111111,0,1945-1970
САО,р-н Тимирязевский,55000,1,8.0,31.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.4,0,1945-1970
СВАО,р-н Бабушкинский,55000,1,6.0,37.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.21428571428571427,0,1970-1990
ЗАО,р-н Кунцево,55000,студия,10.0,23.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.48,0,1991-2025
САО,р-н Коптево,55000,1,5.0,42.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.16666666666666666,0,1970-1990
НАО (Новомосковский),ул. Гренадерская,55000,2,11.0,58.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.625,0,1991-2025
ВАО,р-н Соколиная гора,55000,студия,9.0,24.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.75,0,1991-2025
ЮАО,р-н Бирюлево Западное,55000,2,8.0,44.3,включена (без счётчиков),1 месяц,от года,можно с детьми,0.9166666666666666,0,1970-1990
ЮАО,р-н Зябликово,55000,1,3.0,44.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.045454545454545456,0,1970-1990
ВАО,р-н Гольяново,55000,2,6.0,44.3,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1970-1990
НАО (Новомосковский),ул. Лобановский Лес,55000,1,7.0,35.7,включена (счётчики включены),1 месяц,от года,можно с детьми,0.9333333333333333,0,1991-2025
ЮВАО,р-н Марьино,55000,студия,6.0,29.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.4375,0,1991-2025
ЮВАО,р-н Некрасовка,55000,1,5.0,43.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.782608695652174,0,1991-2025
ЗАО,р-н Очаково-Матвеевское,55000,студия,4.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.20588235294117646,0,не попал
НАО (Новомосковский),бул. Скандинавский,55000,1,6.0,36.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.42857142857142855,0,1991-2025
ЮАО,р-н Орехово-Борисово Южное,55000,2,3.0,44.7,включена (без счётчиков),2 месяца,от года,можно с детьми и животными,0.16666666666666666,0,не попал
НАО (Новомосковский),Внуковское поселение,55000,1,6.0,37.8,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.7058823529411765,0,1991-2025
ВАО,р-н Восточное Измайлово,55000,1,4.0,37.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.7777777777777778,0,1945-1970
НАО (Новомосковский),ул. Саларьевская,55000,студия,3.0,19.6,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.4,0,1991-2025
НАО (Новомосковский),Коммунарка поселок,55000,1,14.0,35.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1991-2025
ЮАО,р-н Даниловский,55000,3,17.0,69.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.6363636363636364,0,не попал
ЗелАО,р-н Крюково,55000,1,7.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.64,0,не попал
СЗАО,р-н Митино,55000,2,4.0,54.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.23529411764705882,0,1991-2025
САО,р-н Западное Дегунино,55000,студия,7.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6060606060606061,0,1991-2025
СВАО,р-н Останкинский,55000,студия,21.0,22.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.2727272727272727,0,1991-2025
ЮВАО,р-н Люблино,55000,2,10.0,42.0,включена (без счётчиков),2 месяца,несколько месяцев,можно с детьми,0.25,0,1945-1970
ЮЗАО,р-н Северное Бутово,55000,1,5.0,42.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5294117647058824,0,1991-2025
СВАО,р-н Южное Медведково,55000,1,5.0,42.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.39285714285714285,0,1991-2025
ВАО,р-н Новогиреево,55000,1,19.0,43.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.5714285714285714,0,1991-2025
СЗАО,р-н Покровское-Стрешнево,55000,студия,5.0,18.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,не попал
ЗАО,р-н Солнцево,55000,1,4.0,34.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.125,0,не попал
ВАО,р-н Измайлово,55000,2,3.0,43.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.25,0,не попал
ЮЗАО,р-н Южное Бутово,55000,2,6.0,46.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.5555555555555556,0,не попал
НАО (Новомосковский),Родниковая ул.,55000,студия,5.0,29.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7727272727272727,0,1991-2025
СВАО,р-н Северный,55000,1,7.0,40.0,включена (без счётчиков),2 месяца,от года,"ни с детьми, ни с животными",0.8235294117647058,0,1991-2025
ЗелАО,р-н Крюково,55000,2,9.0,53.2,включена (без счётчиков),1 месяц,от года,можно с детьми,0.35294117647058826,0,1991-2025
ЮВАО,р-н Марьино,55000,студия,5.0,28.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7894736842105263,0,1991-2025
НАО (Новомосковский),Внуковское поселение,55000,студия,5.0,35.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.1111111111111111,0,1991-2025
САО,р-н Коптево,55000,студия,4.0,16.0,включена (счётчики включены),2 месяца,несколько месяцев,"ни с детьми, ни с животными",0.2857142857142857,0,не попал
САО,р-н Ховрино,56000,1,18.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.47058823529411764,0,не попал
НАО (Новомосковский),ул. Усадебный Парк,56000,1,14.0,39.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6,0,1991-2025
ЮВАО,р-н Текстильщики,57000,студия,7.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.08695652173913043,0,1991-2025
САО,р-н Головинский,57000,1,22.0,41.0,включена (без счётчиков),2 месяца,от года,"ни с детьми, ни с животными",0.7894736842105263,0,не попал
ВАО,р-н Косино-Ухтомский,57000,1,5.0,45.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.5,0,1991-2025
ЗАО,р-н Очаково-Матвеевское,57000,студия,6.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.09090909090909091,0,1991-2025
ЮЗАО,р-н Теплый Стан,57000,1,8.0,34.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,1.0,1,1970-1990
ЮЗАО,р-н Черемушки,57000,1,16.0,35.3,включена (без счётчиков),1 месяц,от года,можно с детьми,0.9166666666666666,0,не попал
НАО (Новомосковский),Десеновское поселение,57000,1,16.0,42.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.6875,0,1991-2025
ЮЗАО,р-н Коньково,56000,1,16.0,38.7,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.7272727272727273,0,не попал
НАО (Новомосковский),Московский,56000,1,6.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.29411764705882354,0,1991-2025
ВАО,р-н Сокольники,56000,студия,15.0,16.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,не попал
САО,р-н Головинский,56000,студия,4.0,15.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.8,0,не попал
НАО (Новомосковский),Внуковское поселение,56000,студия,5.0,24.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.8,0,1991-2025
НАО (Новомосковский),Внуковское поселение,56000,1,6.0,35.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.16666666666666666,0,1991-2025
ВАО,р-н Гольяново,56000,1,5.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.8571428571428571,0,1970-1990
ВАО,р-н Новокосино,55000,1,4.0,39.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.8571428571428571,0,1991-2025
СЗАО,р-н Митино,55000,студия,6.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5263157894736842,0,1991-2025
ЮВАО,р-н Южнопортовый,55000,1,5.0,41.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.7,0,1991-2025
СВАО,р-н Северный,55000,1,8.0,47.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.8571428571428571,0,не попал
ЗАО,р-н Крылатское,57000,1,5.0,36.4,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.30434782608695654,0,не попал
ЮВАО,р-н Нижегородский,57500,1,11.0,31.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.2,0,1945-1970
ЮАО,р-н Орехово-Борисово Южное,57000,2,4.0,47.3,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.4444444444444444,0,1970-1990
ВАО,р-н Северное Измайлово,58000,2,4.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.25,0,1945-1970
НАО (Новомосковский),Внуковское поселение,58000,1,6.0,43.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.8181818181818182,0,1991-2025
НАО (Новомосковский),ул. Татьянин Парк,58000,1,5.0,48.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.2222222222222222,0,не попал
СЗАО,р-н Южное Тушино,58000,1,5.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.8823529411764706,0,1991-2025
ЮАО,р-н Зябликово,58000,1,4.0,38.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.4117647058823529,0,не попал
НАО (Новомосковский),Коммунарка поселок,58000,2,6.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.4666666666666667,0,не попал
САО,р-н Головинский,58000,2,5.0,42.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с животными,1.0,1,1945-1970
СВАО,р-н Лианозово,58000,2,4.0,53.0,включена (без счётчиков),1 месяц,от года,можно с детьми,1.0,1,1970-1990
ЗАО,р-н Филевский парк,58000,1,6.0,38.0,включена (без счётчиков),2 месяца,от года,можно с детьми и животными,0.5,0,не попал
ЮВАО,р-н Рязанский,58000,1,4.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.32,0,1991-2025
ЗАО,р-н Проспект Вернадского,58000,студия,10.0,20.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.7,0,не попал
ЮАО,р-н Орехово-Борисово Южное,58000,1,8.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.96,0,не попал
ЮЗАО,р-н Котловка,58000,1,16.0,34.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.4,0,1945-1970
ЗАО,р-н Проспект Вернадского,58000,студия,10.0,20.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.5555555555555556,0,не попал
