district,area,price,rooms,metro_time,info_total_area,rent_jkh,rent_prepayment,rent_term,rent_living_conditions,floor_ratio,last_floor,year_built_interval
НАО (Новомосковский),ул. Генерала Пилипенко,45000,1,16.0,32.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.11764705882352941,0,1991-2025
ЮВАО,р-н Рязанский,49000,1,5.0,33.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.5555555555555556,0,1945-1970
НАО (Новомосковский),Сосенское поселение,42000,студия,7.0,23.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1991-2025
НАО (Новомосковский),Сосенское поселение,49000,студия,9.0,24.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.3333333333333333,0,1991-2025
ЮВАО,р-н Некрасовка,46000,1,7.0,38.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.8,0,1991-2025
НАО (Новомосковский),Рязановское поселение,45000,1,5.0,37.2,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.5454545454545454,0,не попал
НАО (Новомосковский),Сосенское поселение,45000,студия,4.0,23.6,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.55,0,1991-2025
НАО (Новомосковский),Коммунарка поселок,45000,студия,4.0,30.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5217391304347826,0,1991-2025
ЮВАО,р-н Некрасовка,46000,студия,3.0,19.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.11764705882352941,0,1991-2025
НАО (Новомосковский),Сосенское поселение,43000,студия,11.0,23.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.3333333333333333,0,не попал
НАО (Новомосковский),Десеновское поселение,45000,1,17.0,36.0,включена (счётчики включены),1 месяц,от года,можно с животными,0.4375,0,не попал
ЮВАО,р-н Некрасовка,43000,1,4.0,37.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.9375,0,1970-1990
НАО (Новомосковский),бул. Веласкеса,43000,студия,7.0,23.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.4375,0,1991-2025
НАО (Новомосковский),ул. Медовая Долина,43000,1,9.0,38.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.5714285714285714,0,1991-2025
ТАО (Троицкий),Троицк,40000,студия,20.0,39.0,включена (счётчики включены),2 месяца,от года,можно с детьми,0.8235294117647058,0,1991-2025
НАО (Новомосковский),Десеновское поселение,50000,1,15.0,38.3,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.75,0,1991-2025
ЮАО,р-н Донской,120000,1,14.0,31.0,включена (без счётчиков),2 месяца,от года,можно с детьми,0.125,0,не попал
НАО (Новомосковский),Сосенское поселение,48000,студия,6.0,25.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.18181818181818182,0,не попал
ЮВАО,р-н Некрасовка,40000,1,5.0,39.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.8571428571428571,0,1991-2025
НАО (Новомосковский),ул. Медовая Долина,45000,студия,7.0,25.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.8571428571428571,0,1991-2025
ЮАО,р-н Зябликово,70000,3,5.0,58.1,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.2222222222222222,0,1970-1990
НАО (Новомосковский),Сосенское поселение,45000,студия,6.0,24.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми и животными,0.3125,0,1991-2025
НАО (Новомосковский),Марушкинское поселение,40000,студия,7.0,25.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.25,0,1991-2025
НАО (Новомосковский),Сосенское поселение,47000,студия,17.0,28.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5625,0,1991-2025
НАО (Новомосковский),Подсобного хозяйства Воскресенское поселок,45000,1,9.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.21428571428571427,0,не попал
